"","workerid","firstutterance","noun","nounclass","slide_number","predicate","class","response","language","school","age","assess","education","lived","level","family","years","describe","classes","gender.1"
"2081","80","no es","pl&aacute;tano","food","3","verde","color",0,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2082","80","no es","zanahoria","food","4","viejo","age",0.02,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2083","80","es","televisi&oacute;n ","furniture","5","espa&ntilde;ol","nationality",0.01,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2084","80","est&aacute;","ventilador","furniture","6","podrido","age",0.08,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2085","80","es","televisi&oacute;n ","furniture","7","min&uacute;sculo","size",0.07,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2086","80","no es","manzana","food","8","largo","size",0.79,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2087","80","es","sof&aacute; ","furniture","9","americano","nationality",0.06,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2088","80","no es","televisi&oacute;n ","furniture","10","grande","size",0.09,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2089","80","es","escritorio","furniture","11","nuevo","age",0.08,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2090","80","no es","queso","food","12","mexicano","nationality",0.06,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2091","80","es","zanahoria","food","13","peque&ntilde;o","size",0.09,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2092","80","no es","pl&aacute;tano","food","14","azul","color",0.05,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2093","80","no es","sof&aacute; ","furniture","15","cuadrado","shape",0.06,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2094","80","no es","silla","furniture","16","malo","quality",0.07,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2095","80","es","queso","food","17","marr&oacute;n","color",0.07,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2096","80","no es","silla","furniture","18","amarillo","color",0.91,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2097","80","es","pl&aacute;tano","food","19","enorme","size",0.19,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2098","80","no es","queso","food","20","rojo","color",0.06,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2099","80","es","pl&aacute;tano","food","21","duro","texture",0.26,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2100","80","no es","escritorio","furniture","22","morado","color",0.03,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2101","80","no es","tomate","food","23","suave","texture",0.95,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2102","80","es","ventilador","furniture","24","fresco","age",0.77,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2103","80","no es","queso","food","25","liso","texture",0.84,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2104","80","es","tomate","food","26","corto","size",0.85,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2105","80","es","silla","furniture","27","bueno","quality",0.05,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2106","80","es","tomate","food","28","redondo","shape",0,"español","",46,"Yes","4","both8","advanced","span","","SpanSpan","","Male"
"2159","83","no es","manzana","food","3","amarillo","color",0.45,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2160","83","no es","escritorio","furniture","4","marr&oacute;n","color",1,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2161","83","es","televisi&oacute;n ","furniture","5","verde","color",0.19,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2162","83","es","tomate","food","6","cuadrado","shape",0,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2163","83","es","sof&aacute; ","furniture","7","redondo","shape",0.25,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2164","83","es","tomate","food","8","largo","size",0.22,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2165","83","es","sof&aacute; ","furniture","9","liso","texture",0.51,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2166","83","es","ventilador","furniture","10","bueno","quality",0.34,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2167","83","no es","queso","food","11","rojo","color",0,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2168","83","es","tomate","food","12","corto","size",0.28,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2169","83","no es","escritorio","furniture","13","espa&ntilde;ol","nationality",0,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2170","83","es","zanahoria","food","14","suave","texture",0.67,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2171","83","es","tomate","food","15","grande","size",0.51,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2172","83","es","queso","food","16","mexicano","nationality",0.07,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2173","83","no es","ventilador","furniture","17","americano","nationality",0.13,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2174","83","no es","tomate","food","18","fresco","age",0.07,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2175","83","no es","televisi&oacute;n ","furniture","19","malo","quality",0.52,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2176","83","no es","televisi&oacute;n ","furniture","20","nuevo","age",0.57,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2177","83","no es","zanahoria","food","21","min&uacute;sculo","size",0.08,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2178","83","no es","silla","furniture","22","enorme","size",0.15,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2179","83","no es","ventilador","furniture","23","viejo","age",0.25,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2180","83","no es","manzana","food","24","azul","color",0,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2181","83","no es","pl&aacute;tano","food","25","morado","color",0.06,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2182","83","es","escritorio","furniture","26","duro","texture",0.37,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2183","83","no est&aacute;","queso","food","27","podrido","age",0.46,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2184","83","no es","televisi&oacute;n ","furniture","28","peque&ntilde;o","size",0.26,"Español","none",32,"Yes","3","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"2185","84","no es","tomate","food","3","redondo","shape",0.97,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2186","84","es","ventilador","furniture","4","rojo","color",1,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2187","84","no es","silla","furniture","5","mexicano","nationality",0.05,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2188","84","es","tomate","food","6","cuadrado","shape",0.05,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2189","84","no es","pl&aacute;tano","food","7","nuevo","age",0.99,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2190","84","no es","silla","furniture","8","grande","size",0.01,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2191","84","es","escritorio","furniture","9","verde","color",0.04,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2192","84","no es","queso","food","10","corto","size",0.02,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2193","84","es","manzana","food","11","duro","texture",0.05,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2194","84","es","escritorio","furniture","12","espa&ntilde;ol","nationality",0.01,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2195","84","es","ventilador","furniture","13","marr&oacute;n","color",0.07,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2196","84","no es","escritorio","furniture","14","americano","nationality",0.02,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2197","84","no es","ventilador","furniture","15","malo","quality",0.94,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2198","84","no es","zanahoria","food","16","min&uacute;sculo","size",0.01,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2199","84","no es","ventilador","furniture","17","morado","color",0.04,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2200","84","no es","televisi&oacute;n ","furniture","18","fresco","age",0.03,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2201","84","es","escritorio","furniture","19","enorme","size",0.04,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2202","84","es","sof&aacute; ","furniture","20","bueno","quality",0.94,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2203","84","no es","tomate","food","21","suave","texture",0.01,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2204","84","no es","queso","food","22","azul","color",0.08,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2205","84","no es","tomate","food","23","liso","texture",0.01,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2206","84","no es","ventilador","furniture","24","amarillo","color",0.04,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2207","84","no est&aacute;","sof&aacute; ","furniture","25","podrido","age",0.05,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2208","84","no es","tomate","food","26","largo","size",0.03,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2209","84","es","manzana","food","27","viejo","age",0.02,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2210","84","es","manzana","food","28","peque&ntilde;o","size",0.05,"Espanol","none",43,"No","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"2601","102","no es","silla","furniture","3","verde","color",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2602","102","es","zanahoria","food","4","mexicano","nationality",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2603","102","no es","pl&aacute;tano","food","5","cuadrado","shape",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2604","102","no es","sof&aacute; ","furniture","6","enorme","size",0.01,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2605","102","es","manzana","food","7","azul","color",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2606","102","es","zanahoria","food","8","rojo","color",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2607","102","es","sof&aacute; ","furniture","9","peque&ntilde;o","size",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2608","102","es","escritorio","furniture","10","largo","size",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2609","102","es","tomate","food","11","suave","texture",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2610","102","no es","manzana","food","12","duro","texture",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2611","102","es","silla","furniture","13","americano","nationality",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2612","102","no es","televisi&oacute;n ","furniture","14","morado","color",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2613","102","es","zanahoria","food","15","amarillo","color",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2614","102","no es","escritorio","furniture","16","malo","quality",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2615","102","es","silla","furniture","17","corto","size",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2616","102","no es","ventilador","furniture","18","nuevo","age",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2617","102","no es","pl&aacute;tano","food","19","marr&oacute;n","color",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2618","102","no es","queso","food","20","espa&ntilde;ol","nationality",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2619","102","no es","televisi&oacute;n ","furniture","21","viejo","age",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2620","102","es","silla","furniture","22","bueno","quality",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2621","102","est&aacute;","zanahoria","food","23","podrido","age",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2622","102","no es","escritorio","furniture","24","fresco","age",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2623","102","es","tomate","food","25","redondo","shape",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2624","102","es","sof&aacute; ","furniture","26","grande","size",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2625","102","no es","zanahoria","food","27","min&uacute;sculo","size",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2626","102","es","silla","furniture","28","liso","texture",0,"Español","none",46,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Male"
"2627","103","no es","sof&aacute; ","furniture","3","nuevo","age",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2628","103","no es","escritorio","furniture","4","espa&ntilde;ol","nationality",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2629","103","es","tomate","food","5","malo","quality",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2630","103","es","tomate","food","6","bueno","quality",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2631","103","no es","pl&aacute;tano","food","7","liso","texture",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2632","103","no es","ventilador","furniture","8","largo","size",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2633","103","no est&aacute;","sof&aacute; ","furniture","9","podrido","age",0.05,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2634","103","no es","manzana","food","10","min&uacute;sculo","size",0.55,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2635","103","es","manzana","food","11","redondo","shape",0.53,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2636","103","no es","escritorio","furniture","12","americano","nationality",0.55,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2637","103","no es","manzana","food","13","azul","color",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2638","103","es","queso","food","14","viejo","age",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2639","103","es","silla","furniture","15","peque&ntilde;o","size",0.55,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2640","103","es","escritorio","furniture","16","fresco","age",0.55,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2641","103","no es","escritorio","furniture","17","rojo","color",1,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2642","103","es","televisi&oacute;n ","furniture","18","cuadrado","shape",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2643","103","es","zanahoria","food","19","morado","color",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2644","103","es","tomate","food","20","duro","texture",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2645","103","no es","zanahoria","food","21","corto","size",0.55,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2646","103","es","ventilador","furniture","22","suave","texture",0.55,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2647","103","es","sof&aacute; ","furniture","23","mexicano","nationality",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2648","103","no es","tomate","food","24","amarillo","color",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2649","103","no es","televisi&oacute;n ","furniture","25","verde","color",0.56,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2650","103","no es","ventilador","furniture","26","grande","size",0.58,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2651","103","es","queso","food","27","enorme","size",0.57,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2652","103","es","manzana","food","28","marr&oacute;n","color",0,"español","",30,"Yes","1","both8","native","span","mostlive","SpanSpan","","Male"
"2679","105","es","silla","furniture","3","peque&ntilde;o","size",0.99,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2680","105","no es","tomate","food","4","corto","size",0.06,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2681","105","no es","silla","furniture","5","malo","quality",0.97,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2682","105","no es","televisi&oacute;n ","furniture","6","espa&ntilde;ol","nationality",0.01,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2683","105","es","sof&aacute; ","furniture","7","nuevo","age",0.04,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2684","105","es","queso","food","8","rojo","color",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2685","105","es","zanahoria","food","9","amarillo","color",0.06,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2686","105","es","silla","furniture","10","marr&oacute;n","color",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2687","105","es","silla","furniture","11","suave","texture",0.99,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2688","105","es","sof&aacute; ","furniture","12","cuadrado","shape",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2689","105","es","silla","furniture","13","min&uacute;sculo","size",0.98,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2690","105","no es","silla","furniture","14","redondo","shape",0.02,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2691","105","no es","silla","furniture","15","grande","size",0.94,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2692","105","no es","ventilador","furniture","16","liso","texture",0.01,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2693","105","no es","tomate","food","17","mexicano","nationality",0.01,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2694","105","es","tomate","food","18","verde","color",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2695","105","no es","queso","food","19","enorme","size",0.96,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2696","105","no es","pl&aacute;tano","food","20","bueno","quality",0.97,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2697","105","es","televisi&oacute;n ","furniture","21","viejo","age",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2698","105","es","manzana","food","22","americano","nationality",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2699","105","no es","sof&aacute; ","furniture","23","largo","size",1,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2700","105","es","manzana","food","24","azul","color",0.01,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2701","105","no es","manzana","food","25","duro","texture",0.98,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2702","105","es","zanahoria","food","26","fresco","age",0.97,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2703","105","es","pl&aacute;tano","food","27","morado","color",0.04,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
"2704","105","no est&aacute;","sof&aacute; ","furniture","28","podrido","age",0.03,"Español","none",37,"Yes","4","both8","native","span","mostlive","SpanSpan","no","Female"
