class1,class2,Answer.time_in_minutes,slide_number,response,predicate2,noun,predicate1,gender,nounclass,workerid
age,color,2.553533333333333,19,0.39,marr&oacute;n,televisi&oacute;n ,nuevo,feminine,furniture,81
nationality,color,2.553533333333333,20,0.83,rojo,queso,americano,masculine,food,81
size,nationality,2.553533333333333,21,0.18,mexicano,escritorio,corto,masculine,furniture,81
nationality,age,2.553533333333333,22,0.41,fresco,televisi&oacute;n ,mexicano,feminine,furniture,81
color,texture,2.553533333333333,23,0.72,duro,ventilador,verde,masculine,furniture,81
age,nationality,2.553533333333333,24,0.28,mexicano,televisi&oacute;n ,viejo,feminine,furniture,81
size,texture,2.553533333333333,25,0.77,liso,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,81
shape,size,2.553533333333333,26,0.36,enorme,escritorio,redondo,masculine,furniture,81
size,age,2.553533333333333,27,0.65,nuevo,ventilador,peque&ntilde;o,masculine,furniture,81
shape,size,2.553533333333333,28,0.1,peque&ntilde;o,manzana,cuadrado,feminine,food,81
shape,quality,4.724766666666667,3,1,bueno,queso,cuadrado,masculine,food,82
texture,color,4.724766666666667,4,0.22,verde,tomate,duro,masculine,food,82
nationality,texture,4.724766666666667,5,0.18,suave,ventilador,espa&ntilde;ol,masculine,furniture,82
quality,nationality,4.724766666666667,6,0.81,americano,queso,bueno,masculine,food,82
nationality,color,4.724766666666667,7,0.22,rojo,ventilador,americano,masculine,furniture,82
shape,age,4.724766666666667,8,0.81,viejo,zanahoria,cuadrado,feminine,food,82
color,size,4.724766666666667,9,0.18,peque&ntilde;o,ventilador,marr&oacute;n,masculine,furniture,82
shape,color,4.724766666666667,10,0.22,morado,ventilador,redondo,masculine,furniture,82
texture,shape,4.724766666666667,11,0.8,cuadrado,silla,suave,feminine,furniture,82
age,quality,4.724766666666667,12,0.82,malo,televisi&oacute;n ,podrido,feminine,furniture,82
color,size,4.724766666666667,13,0,peque&ntilde;o,sof&aacute; ,marr&oacute;n,masculine,furniture,82
size,color,4.724766666666667,14,0,morado,pl&aacute;tano,grande,masculine,food,82
shape,quality,4.724766666666667,15,0.81,malo,silla,redondo,feminine,furniture,82
shape,age,4.724766666666667,16,0,fresco,tomate,cuadrado,masculine,food,82
texture,size,4.724766666666667,17,0.5,grande,zanahoria,liso,feminine,food,82
color,size,4.724766666666667,18,0.64,grande,queso,morado,masculine,food,82
size,texture,4.724766666666667,19,0.82,duro,escritorio,largo,masculine,furniture,82
size,age,4.724766666666667,20,0.73,podrido,tomate,corto,masculine,food,82
color,texture,4.724766666666667,21,0.18,suave,queso,verde,masculine,food,82
color,age,4.724766666666667,22,0.54,podrido,silla,amarillo,feminine,furniture,82
shape,size,4.724766666666667,23,0.7,corto,televisi&oacute;n ,cuadrado,feminine,furniture,82
color,texture,4.724766666666667,24,0.19,suave,pl&aacute;tano,marr&oacute;n,masculine,food,82
nationality,age,4.724766666666667,25,0.65,nuevo,queso,mexicano,masculine,food,82
nationality,size,4.724766666666667,26,0.82,grande,zanahoria,americano,feminine,food,82
quality,texture,4.724766666666667,27,0.72,liso,queso,malo,masculine,food,82
shape,texture,4.724766666666667,28,0.74,suave,escritorio,cuadrado,masculine,furniture,82
shape,nationality,8.3366,3,0.11,mexicano,escritorio,cuadrado,masculine,furniture,83
age,quality,8.3366,4,0.12,malo,sof&aacute; ,viejo,masculine,furniture,83
nationality,age,8.3366,5,0.18,viejo,queso,mexicano,masculine,food,83
nationality,age,8.3366,6,0.2,fresco,zanahoria,americano,feminine,food,83
texture,age,8.3366,7,0.17,nuevo,escritorio,duro,masculine,furniture,83
age,color,8.3366,8,0.15,rojo,tomate,podrido,masculine,food,83
size,quality,8.3366,9,0.83,bueno,sof&aacute; ,corto,masculine,furniture,83
size,quality,8.3366,10,0.82,bueno,sof&aacute; ,largo,masculine,furniture,83
shape,age,8.3366,11,0.86,fresco,zanahoria,redondo,feminine,food,83
size,quality,8.3366,12,0.76,malo,escritorio,peque&ntilde;o,masculine,furniture,83
size,texture,8.3366,13,0.72,suave,zanahoria,peque&ntilde;o,feminine,food,83
color,quality,8.3366,14,0.81,bueno,pl&aacute;tano,morado,masculine,food,83
color,texture,8.3366,15,0.88,duro,queso,rojo,masculine,food,83
texture,size,8.3366,16,0.84,corto,escritorio,duro,masculine,furniture,83
size,quality,8.3366,17,0.84,bueno,queso,grande,masculine,food,83
size,color,8.3366,18,0.86,rojo,queso,largo,masculine,food,83
size,color,8.3366,19,0.9,marr&oacute;n,sof&aacute; ,enorme,masculine,furniture,83
size,shape,8.3366,20,0.79,cuadrado,ventilador,corto,masculine,furniture,83
color,shape,8.3366,21,0.85,redondo,silla,verde,feminine,furniture,83
age,size,8.3366,22,0.79,enorme,queso,nuevo,masculine,food,83
age,color,8.3366,23,0.54,morado,televisi&oacute;n ,podrido,feminine,furniture,83
shape,color,8.3366,24,0.09,marr&oacute;n,tomate,cuadrado,masculine,food,83
texture,color,8.3366,25,0.84,verde,sof&aacute; ,duro,masculine,furniture,83
age,color,8.3366,26,0.86,azul,pl&aacute;tano,fresco,masculine,food,83
size,quality,8.3366,27,0.87,malo,queso,grande,masculine,food,83
size,nationality,8.3366,28,0.18,espa&ntilde;ol,ventilador,min&uacute;sculo,masculine,furniture,83
size,shape,2.040216666666667,3,0.52,redondo,ventilador,corto,masculine,furniture,84
shape,color,2.040216666666667,4,0.52,verde,sof&aacute; ,redondo,masculine,furniture,84
size,quality,2.040216666666667,5,0.46,bueno,sof&aacute; ,peque&ntilde;o,masculine,furniture,84
texture,size,2.040216666666667,6,0.49,enorme,pl&aacute;tano,duro,masculine,food,84
color,size,2.040216666666667,7,0.53,largo,escritorio,azul,masculine,furniture,84
color,texture,2.040216666666667,8,0.52,liso,manzana,morado,feminine,food,84
shape,texture,2.040216666666667,9,0.79,duro,televisi&oacute;n ,redondo,feminine,furniture,84
nationality,texture,2.040216666666667,10,0.76,liso,televisi&oacute;n ,americano,feminine,furniture,84
quality,color,2.040216666666667,11,0.81,marr&oacute;n,silla,malo,feminine,furniture,84
color,size,2.040216666666667,12,0.77,min&uacute;sculo,silla,rojo,feminine,furniture,84
size,age,2.040216666666667,13,0.85,podrido,silla,enorme,feminine,furniture,84
color,nationality,2.040216666666667,14,0.18,americano,pl&aacute;tano,azul,masculine,food,84
age,texture,2.040216666666667,15,0.92,duro,queso,viejo,masculine,food,84
color,nationality,2.040216666666667,16,0.67,mexicano,ventilador,verde,masculine,furniture,84
nationality,size,2.040216666666667,17,0.7,grande,ventilador,mexicano,masculine,furniture,84
quality,size,2.040216666666667,18,0.73,peque&ntilde;o,pl&aacute;tano,malo,masculine,food,84
color,quality,2.040216666666667,19,0.79,bueno,zanahoria,morado,feminine,food,84
size,shape,2.040216666666667,20,0.23,cuadrado,televisi&oacute;n ,grande,feminine,furniture,84
size,quality,2.040216666666667,21,0.79,malo,queso,corto,masculine,food,84
quality,age,2.040216666666667,22,0.84,viejo,televisi&oacute;n ,bueno,feminine,furniture,84
nationality,texture,2.040216666666667,23,0.79,liso,manzana,americano,feminine,food,84
age,shape,2.040216666666667,24,0.89,redondo,televisi&oacute;n ,fresco,feminine,furniture,84
size,color,2.040216666666667,25,0.87,morado,televisi&oacute;n ,grande,feminine,furniture,84
age,color,2.040216666666667,26,0.82,azul,manzana,viejo,feminine,food,84
texture,color,2.040216666666667,27,0.75,rojo,tomate,duro,masculine,food,84
shape,age,2.040216666666667,28,0.76,viejo,ventilador,redondo,masculine,furniture,84
size,nationality,3.734583333333333,3,0.93,americano,sof&aacute; ,peque&ntilde;o,masculine,furniture,85
texture,quality,3.734583333333333,4,0.98,malo,escritorio,duro,masculine,furniture,85
size,color,3.734583333333333,5,0.55,morado,televisi&oacute;n ,enorme,feminine,furniture,85
color,size,3.734583333333333,6,0.9,peque&ntilde;o,tomate,amarillo,masculine,food,85
color,age,3.734583333333333,7,0.11,nuevo,ventilador,azul,masculine,furniture,85
color,size,3.734583333333333,8,0.83,corto,sof&aacute; ,verde,masculine,furniture,85
nationality,color,3.734583333333333,9,0.9,morado,tomate,mexicano,masculine,food,85
nationality,color,3.734583333333333,10,0.66,morado,tomate,americano,masculine,food,85
age,size,3.734583333333333,11,0.81,enorme,televisi&oacute;n ,nuevo,feminine,furniture,85
texture,size,3.734583333333333,12,0.59,peque&ntilde;o,queso,suave,masculine,food,85
texture,size,3.734583333333333,13,0.5,peque&ntilde;o,tomate,suave,masculine,food,85
age,quality,3.734583333333333,14,0.82,bueno,pl&aacute;tano,viejo,masculine,food,85
texture,age,3.734583333333333,15,0.78,nuevo,televisi&oacute;n ,suave,feminine,furniture,85
color,size,3.734583333333333,16,0.6,corto,tomate,amarillo,masculine,food,85
nationality,texture,3.734583333333333,17,0.29,suave,escritorio,americano,masculine,furniture,85
nationality,size,3.734583333333333,18,0.93,grande,queso,mexicano,masculine,food,85
texture,size,3.734583333333333,19,0.92,largo,escritorio,liso,masculine,furniture,85
age,size,3.734583333333333,20,0.84,enorme,pl&aacute;tano,nuevo,masculine,food,85
age,shape,3.734583333333333,21,0.15,cuadrado,escritorio,podrido,masculine,furniture,85
texture,color,3.734583333333333,22,0.35,marr&oacute;n,silla,duro,feminine,furniture,85
color,shape,3.734583333333333,23,0.09,redondo,escritorio,verde,masculine,furniture,85
color,size,3.734583333333333,24,0.85,min&uacute;sculo,manzana,amarillo,feminine,food,85
nationality,texture,3.734583333333333,25,0.21,liso,tomate,mexicano,masculine,food,85
size,quality,3.734583333333333,26,0.89,bueno,silla,peque&ntilde;o,feminine,furniture,85
size,quality,3.734583333333333,27,0.52,malo,escritorio,corto,masculine,furniture,85
quality,size,3.734583333333333,28,0.51,peque&ntilde;o,sof&aacute; ,bueno,masculine,furniture,85
age,nationality,6.6226666666666665,3,0,mexicano,pl&aacute;tano,podrido,masculine,food,86
age,size,6.6226666666666665,4,0.03,enorme,ventilador,podrido,masculine,furniture,86
size,color,6.6226666666666665,5,0.01,morado,tomate,peque&ntilde;o,masculine,food,86
color,texture,6.6226666666666665,6,0.04,duro,ventilador,rojo,masculine,furniture,86
age,color,6.6226666666666665,7,0.03,amarillo,silla,nuevo,feminine,furniture,86
age,texture,6.6226666666666665,8,0.93,duro,pl&aacute;tano,viejo,masculine,food,86
shape,size,6.6226666666666665,9,0.98,largo,ventilador,redondo,masculine,furniture,86
quality,age,6.6226666666666665,10,0.03,viejo,manzana,bueno,feminine,food,86
age,size,6.6226666666666665,11,0.03,peque&ntilde;o,queso,viejo,masculine,food,86
size,color,6.6226666666666665,12,0.02,azul,tomate,peque&ntilde;o,masculine,food,86
age,quality,6.6226666666666665,13,0.01,malo,silla,podrido,feminine,furniture,86
age,quality,6.6226666666666665,14,0.03,bueno,tomate,nuevo,masculine,food,86
age,texture,6.6226666666666665,15,0.95,suave,pl&aacute;tano,nuevo,masculine,food,86
size,color,6.6226666666666665,16,0.04,marr&oacute;n,zanahoria,largo,feminine,food,86
texture,color,6.6226666666666665,17,0.02,azul,pl&aacute;tano,liso,masculine,food,86
size,age,6.6226666666666665,18,0.97,podrido,tomate,grande,masculine,food,86
nationality,size,6.6226666666666665,19,0.96,corto,queso,espa&ntilde;ol,masculine,food,86
texture,color,6.6226666666666665,20,0.01,rojo,manzana,suave,feminine,food,86
quality,color,6.6226666666666665,21,0.02,amarillo,tomate,malo,masculine,food,86
quality,shape,6.6226666666666665,22,0.03,cuadrado,silla,malo,feminine,furniture,86
size,age,6.6226666666666665,23,0,nuevo,manzana,min&uacute;sculo,feminine,food,86
size,color,6.6226666666666665,24,0.03,marr&oacute;n,queso,corto,masculine,food,86
size,color,6.6226666666666665,25,0.02,amarillo,sof&aacute; ,peque&ntilde;o,masculine,furniture,86
size,texture,6.6226666666666665,26,0.97,duro,tomate,min&uacute;sculo,masculine,food,86
texture,color,6.6226666666666665,27,0.02,rojo,manzana,liso,feminine,food,86
age,nationality,6.6226666666666665,28,0.01,espa&ntilde;ol,zanahoria,nuevo,feminine,food,86
shape,texture,3.4887,3,0.05,duro,tomate,redondo,masculine,food,87
age,color,3.4887,4,0.97,rojo,silla,nuevo,feminine,furniture,87
texture,color,3.4887,5,0.92,morado,silla,suave,feminine,furniture,87
shape,quality,3.4887,6,0.9,malo,pl&aacute;tano,cuadrado,masculine,food,87
color,quality,3.4887,7,0.87,malo,zanahoria,morado,feminine,food,87
age,texture,3.4887,8,0.89,suave,sof&aacute; ,viejo,masculine,furniture,87
shape,quality,3.4887,9,0.93,malo,tomate,cuadrado,masculine,food,87
shape,color,3.4887,10,0.08,amarillo,zanahoria,redondo,feminine,food,87
quality,texture,3.4887,11,0.92,duro,tomate,bueno,masculine,food,87
texture,size,3.4887,12,0.87,peque&ntilde;o,pl&aacute;tano,duro,masculine,food,87
size,age,3.4887,13,0.96,nuevo,queso,largo,masculine,food,87
color,age,3.4887,14,0.91,viejo,tomate,azul,masculine,food,87
size,shape,3.4887,15,0.81,cuadrado,escritorio,corto,masculine,furniture,87
nationality,age,3.4887,16,0.88,viejo,televisi&oacute;n ,mexicano,feminine,furniture,87
color,texture,3.4887,17,0.08,suave,escritorio,amarillo,masculine,furniture,87
color,size,3.4887,18,0.96,peque&ntilde;o,televisi&oacute;n ,azul,feminine,furniture,87
quality,age,3.4887,19,0.48,viejo,ventilador,bueno,masculine,furniture,87
color,age,3.4887,20,0.08,viejo,escritorio,rojo,masculine,furniture,87
size,texture,3.4887,21,0.95,duro,queso,largo,masculine,food,87
size,color,3.4887,22,0.93,morado,escritorio,min&uacute;sculo,masculine,furniture,87
age,size,3.4887,23,0.88,min&uacute;sculo,televisi&oacute;n ,viejo,feminine,furniture,87
quality,color,3.4887,24,0.89,rojo,manzana,bueno,feminine,food,87
texture,age,3.4887,25,0.88,fresco,queso,liso,masculine,food,87
nationality,texture,3.4887,26,0.67,liso,pl&aacute;tano,espa&ntilde;ol,masculine,food,87
size,color,3.4887,27,0.11,morado,silla,enorme,feminine,furniture,87
shape,nationality,3.4887,28,0.82,mexicano,tomate,redondo,masculine,food,87
size,color,14.951916666666667,3,0.02,morado,pl&aacute;tano,largo,masculine,food,88
color,age,14.951916666666667,4,0,fresco,zanahoria,verde,feminine,food,88
nationality,texture,14.951916666666667,5,0.02,suave,escritorio,espa&ntilde;ol,masculine,furniture,88
color,texture,14.951916666666667,6,1,duro,pl&aacute;tano,rojo,masculine,food,88
texture,age,14.951916666666667,7,0.05,nuevo,tomate,liso,masculine,food,88
age,nationality,14.951916666666667,8,0,americano,ventilador,fresco,masculine,furniture,88
size,quality,14.951916666666667,9,0,malo,tomate,grande,masculine,food,88
texture,nationality,14.951916666666667,10,1,mexicano,televisi&oacute;n ,suave,feminine,furniture,88
age,shape,14.951916666666667,11,0.05,redondo,sof&aacute; ,nuevo,masculine,furniture,88
texture,size,14.951916666666667,12,0.06,grande,silla,liso,feminine,furniture,88
texture,size,14.951916666666667,13,0.01,enorme,pl&aacute;tano,duro,masculine,food,88
age,nationality,14.951916666666667,14,0.95,americano,televisi&oacute;n ,podrido,feminine,furniture,88
texture,color,14.951916666666667,15,0.03,amarillo,pl&aacute;tano,suave,masculine,food,88
color,age,14.951916666666667,16,1,podrido,pl&aacute;tano,verde,masculine,food,88
nationality,size,14.951916666666667,17,0.97,corto,sof&aacute; ,americano,masculine,furniture,88
color,age,14.951916666666667,18,0.97,fresco,televisi&oacute;n ,marr&oacute;n,feminine,furniture,88
color,size,14.951916666666667,19,0.99,largo,tomate,amarillo,masculine,food,88
color,size,14.951916666666667,20,0.99,grande,ventilador,amarillo,masculine,furniture,88
age,shape,14.951916666666667,21,0.94,cuadrado,sof&aacute; ,nuevo,masculine,furniture,88
size,texture,14.951916666666667,22,1,liso,ventilador,grande,masculine,furniture,88
color,size,14.951916666666667,23,1,min&uacute;sculo,pl&aacute;tano,amarillo,masculine,food,88
color,age,14.951916666666667,24,0.95,nuevo,ventilador,rojo,masculine,furniture,88
age,size,14.951916666666667,25,0.99,min&uacute;sculo,televisi&oacute;n ,nuevo,feminine,furniture,88
quality,age,14.951916666666667,26,1,viejo,ventilador,malo,masculine,furniture,88
color,quality,14.951916666666667,27,0,bueno,pl&aacute;tano,azul,masculine,food,88
size,color,14.951916666666667,28,0,morado,silla,min&uacute;sculo,feminine,furniture,88
age,shape,2.0005166666666665,3,0.38,cuadrado,queso,podrido,masculine,food,89
color,nationality,2.0005166666666665,4,0.55,mexicano,tomate,marr&oacute;n,masculine,food,89
nationality,size,2.0005166666666665,5,0.39,grande,televisi&oacute;n ,americano,feminine,furniture,89
color,size,2.0005166666666665,6,0.86,min&uacute;sculo,queso,amarillo,masculine,food,89
age,shape,2.0005166666666665,7,0.93,redondo,televisi&oacute;n ,podrido,feminine,furniture,89
color,texture,2.0005166666666665,8,0.82,duro,tomate,morado,masculine,food,89
age,shape,2.0005166666666665,9,0.22,redondo,televisi&oacute;n ,podrido,feminine,furniture,89
shape,nationality,2.0005166666666665,10,0.49,mexicano,silla,cuadrado,feminine,furniture,89
age,size,2.0005166666666665,11,0.53,peque&ntilde;o,sof&aacute; ,fresco,masculine,furniture,89
age,nationality,2.0005166666666665,12,0.73,espa&ntilde;ol,escritorio,podrido,masculine,furniture,89
size,nationality,2.0005166666666665,13,0.73,americano,ventilador,enorme,masculine,furniture,89
color,quality,2.0005166666666665,14,0.55,malo,pl&aacute;tano,morado,masculine,food,89
color,shape,2.0005166666666665,15,0.12,redondo,silla,azul,feminine,furniture,89
size,age,2.0005166666666665,16,0.83,podrido,ventilador,grande,masculine,furniture,89
age,size,2.0005166666666665,17,0.56,peque&ntilde;o,manzana,nuevo,feminine,food,89
texture,age,2.0005166666666665,18,0.52,fresco,queso,suave,masculine,food,89
color,size,2.0005166666666665,19,0.37,peque&ntilde;o,ventilador,azul,masculine,furniture,89
size,age,2.0005166666666665,20,0.63,viejo,sof&aacute; ,corto,masculine,furniture,89
shape,quality,2.0005166666666665,21,0.69,bueno,tomate,cuadrado,masculine,food,89
texture,age,2.0005166666666665,22,0.63,nuevo,escritorio,suave,masculine,furniture,89
texture,size,2.0005166666666665,23,0.64,largo,escritorio,duro,masculine,furniture,89
age,shape,2.0005166666666665,24,0.66,redondo,pl&aacute;tano,podrido,masculine,food,89
age,texture,2.0005166666666665,25,0.04,liso,manzana,viejo,feminine,food,89
quality,color,2.0005166666666665,26,0.02,azul,tomate,bueno,masculine,food,89
age,nationality,2.0005166666666665,27,0.92,espa&ntilde;ol,sof&aacute; ,podrido,masculine,furniture,89
nationality,color,2.0005166666666665,28,0.64,morado,queso,mexicano,masculine,food,89
shape,texture,2.07395,3,0.47,duro,escritorio,cuadrado,masculine,furniture,90
color,nationality,2.07395,4,0.45,espa&ntilde;ol,sof&aacute; ,azul,masculine,furniture,90
texture,age,2.07395,5,0.74,viejo,tomate,liso,masculine,food,90
texture,size,2.07395,6,0.7,grande,escritorio,liso,masculine,furniture,90
size,color,2.07395,7,0.52,azul,manzana,largo,feminine,food,90
nationality,size,2.07395,8,0.65,enorme,escritorio,espa&ntilde;ol,masculine,furniture,90
shape,nationality,2.07395,9,0.62,americano,pl&aacute;tano,cuadrado,masculine,food,90
quality,texture,2.07395,10,0.64,suave,manzana,malo,feminine,food,90
size,texture,2.07395,11,0.73,liso,ventilador,min&uacute;sculo,masculine,furniture,90
color,size,2.07395,12,0.58,peque&ntilde;o,queso,morado,masculine,food,90
texture,shape,2.07395,13,0.56,cuadrado,manzana,duro,feminine,food,90
size,quality,2.07395,14,0.43,bueno,zanahoria,corto,feminine,food,90
texture,nationality,2.07395,15,0.61,mexicano,escritorio,duro,masculine,furniture,90
nationality,color,2.07395,16,0.5,marr&oacute;n,queso,americano,masculine,food,90
color,nationality,2.07395,17,0.66,americano,tomate,rojo,masculine,food,90
color,size,2.07395,18,0.47,peque&ntilde;o,escritorio,rojo,masculine,furniture,90
color,size,2.07395,19,0.6,largo,queso,morado,masculine,food,90
color,age,2.07395,20,0.62,viejo,pl&aacute;tano,amarillo,masculine,food,90
age,texture,2.07395,21,0.64,liso,ventilador,viejo,masculine,furniture,90
texture,color,2.07395,22,0.5,rojo,manzana,liso,feminine,food,90
texture,color,2.07395,23,0.68,marr&oacute;n,ventilador,duro,masculine,furniture,90
size,color,2.07395,24,0.55,verde,silla,largo,feminine,furniture,90
age,size,2.07395,25,0.6,peque&ntilde;o,pl&aacute;tano,viejo,masculine,food,90
color,size,2.07395,26,0.53,peque&ntilde;o,televisi&oacute;n ,amarillo,feminine,furniture,90
texture,color,2.07395,27,0.58,amarillo,pl&aacute;tano,liso,masculine,food,90
shape,size,2.07395,28,0.66,enorme,tomate,redondo,masculine,food,90
age,quality,13.579433333333334,3,0.62,malo,ventilador,fresco,masculine,furniture,91
color,age,13.579433333333334,4,0.43,viejo,sof&aacute; ,morado,masculine,furniture,91
size,color,13.579433333333334,5,0.69,marr&oacute;n,escritorio,enorme,masculine,furniture,91
color,nationality,13.579433333333334,6,0.34,espa&ntilde;ol,zanahoria,rojo,feminine,food,91
color,quality,13.579433333333334,7,0.54,malo,zanahoria,rojo,feminine,food,91
shape,quality,13.579433333333334,8,0.82,malo,sof&aacute; ,redondo,masculine,furniture,91
color,nationality,13.579433333333334,9,0.3,mexicano,escritorio,marr&oacute;n,masculine,furniture,91
color,size,13.579433333333334,10,0.63,corto,televisi&oacute;n ,marr&oacute;n,feminine,furniture,91
size,color,13.579433333333334,11,0.48,marr&oacute;n,escritorio,peque&ntilde;o,masculine,furniture,91
size,age,13.579433333333334,12,0.85,fresco,zanahoria,enorme,feminine,food,91
color,size,13.579433333333334,13,0.3,corto,pl&aacute;tano,morado,masculine,food,91
texture,color,13.579433333333334,14,0.15,amarillo,pl&aacute;tano,suave,masculine,food,91
size,nationality,13.579433333333334,15,0.23,mexicano,manzana,largo,feminine,food,91
texture,age,13.579433333333334,16,0.44,podrido,televisi&oacute;n ,duro,feminine,furniture,91
age,color,13.579433333333334,17,0.27,amarillo,pl&aacute;tano,fresco,masculine,food,91
color,size,13.579433333333334,18,0.55,peque&ntilde;o,queso,morado,masculine,food,91
size,shape,13.579433333333334,19,0.37,redondo,sof&aacute; ,corto,masculine,furniture,91
color,age,13.579433333333334,20,0.97,fresco,sof&aacute; ,azul,masculine,furniture,91
age,texture,13.579433333333334,21,0.6,liso,queso,podrido,masculine,food,91
texture,nationality,13.579433333333334,22,0.25,espa&ntilde;ol,sof&aacute; ,suave,masculine,furniture,91
texture,age,13.579433333333334,23,0.46,nuevo,sof&aacute; ,suave,masculine,furniture,91
size,texture,13.579433333333334,24,0.13,duro,silla,enorme,feminine,furniture,91
size,color,13.579433333333334,25,0.48,verde,queso,grande,masculine,food,91
age,size,13.579433333333334,26,0.29,enorme,sof&aacute; ,viejo,masculine,furniture,91
age,texture,13.579433333333334,27,0.79,liso,manzana,nuevo,feminine,food,91
texture,color,13.579433333333334,28,0.91,rojo,pl&aacute;tano,duro,masculine,food,91
color,shape,4.720183333333333,3,0.78,redondo,tomate,amarillo,masculine,food,92
nationality,size,4.720183333333333,4,0.82,enorme,tomate,espa&ntilde;ol,masculine,food,92
quality,age,4.720183333333333,5,0.81,podrido,ventilador,malo,masculine,furniture,92
texture,nationality,4.720183333333333,6,0.83,espa&ntilde;ol,silla,suave,feminine,furniture,92
nationality,age,4.720183333333333,7,0.77,nuevo,silla,mexicano,feminine,furniture,92
age,color,4.720183333333333,8,0.8,morado,televisi&oacute;n ,podrido,feminine,furniture,92
quality,size,4.720183333333333,9,0.81,enorme,queso,malo,masculine,food,92
nationality,color,4.720183333333333,10,0.75,verde,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,92
size,quality,4.720183333333333,11,0.82,bueno,silla,enorme,feminine,furniture,92
texture,size,4.720183333333333,12,0.68,corto,pl&aacute;tano,liso,masculine,food,92
color,quality,4.720183333333333,13,0.83,malo,ventilador,amarillo,masculine,furniture,92
nationality,shape,4.720183333333333,14,0.77,cuadrado,queso,mexicano,masculine,food,92
color,size,4.720183333333333,15,0.62,grande,silla,verde,feminine,furniture,92
nationality,size,4.720183333333333,16,0.78,min&uacute;sculo,sof&aacute; ,mexicano,masculine,furniture,92
quality,size,4.720183333333333,17,0.5,enorme,manzana,bueno,feminine,food,92
shape,size,4.720183333333333,18,0.84,largo,tomate,cuadrado,masculine,food,92
size,color,4.720183333333333,19,0.69,marr&oacute;n,manzana,corto,feminine,food,92
quality,color,4.720183333333333,20,0.84,verde,sof&aacute; ,bueno,masculine,furniture,92
color,shape,4.720183333333333,21,0.77,cuadrado,tomate,amarillo,masculine,food,92
quality,texture,4.720183333333333,22,0.8,suave,sof&aacute; ,malo,masculine,furniture,92
size,texture,4.720183333333333,23,0.91,liso,sof&aacute; ,enorme,masculine,furniture,92
size,texture,4.720183333333333,24,0.84,liso,tomate,corto,masculine,food,92
shape,color,4.720183333333333,25,0.89,verde,silla,redondo,feminine,furniture,92
age,size,4.720183333333333,26,0.75,peque&ntilde;o,manzana,fresco,feminine,food,92
quality,size,4.720183333333333,27,0.85,largo,silla,malo,feminine,furniture,92
size,nationality,4.720183333333333,28,0.81,americano,ventilador,grande,masculine,furniture,92
size,quality,5.6744666666666665,3,0.69,malo,tomate,largo,masculine,food,93
size,shape,5.6744666666666665,4,0.89,cuadrado,zanahoria,enorme,feminine,food,93
nationality,texture,5.6744666666666665,5,0.89,suave,zanahoria,americano,feminine,food,93
quality,color,5.6744666666666665,6,0.12,amarillo,pl&aacute;tano,bueno,masculine,food,93
quality,age,5.6744666666666665,7,0.89,viejo,sof&aacute; ,bueno,masculine,furniture,93
nationality,quality,5.6744666666666665,8,0.86,bueno,tomate,americano,masculine,food,93
nationality,quality,5.6744666666666665,9,0.88,malo,silla,mexicano,feminine,furniture,93
age,texture,5.6744666666666665,10,0.06,liso,zanahoria,nuevo,feminine,food,93
size,nationality,5.6744666666666665,11,0.04,espa&ntilde;ol,ventilador,corto,masculine,furniture,93
size,texture,5.6744666666666665,12,0.93,suave,manzana,enorme,feminine,food,93
color,size,5.6744666666666665,13,0.54,corto,manzana,verde,feminine,food,93
nationality,age,5.6744666666666665,14,0.99,viejo,sof&aacute; ,espa&ntilde;ol,masculine,furniture,93
size,color,5.6744666666666665,15,0.09,verde,manzana,grande,feminine,food,93
color,texture,5.6744666666666665,16,0.94,suave,tomate,marr&oacute;n,masculine,food,93
size,color,5.6744666666666665,17,0.8,verde,queso,enorme,masculine,food,93
texture,quality,5.6744666666666665,18,0.77,malo,silla,duro,feminine,furniture,93
texture,quality,5.6744666666666665,19,0.79,malo,queso,duro,masculine,food,93
quality,color,5.6744666666666665,20,0.12,morado,ventilador,malo,masculine,furniture,93
color,size,5.6744666666666665,21,0.08,grande,sof&aacute; ,verde,masculine,furniture,93
age,texture,5.6744666666666665,22,0.02,duro,tomate,podrido,masculine,food,93
quality,size,5.6744666666666665,23,0.85,min&uacute;sculo,zanahoria,bueno,feminine,food,93
texture,age,5.6744666666666665,24,0.13,viejo,queso,suave,masculine,food,93
color,shape,5.6744666666666665,25,0.1,cuadrado,manzana,rojo,feminine,food,93
color,size,5.6744666666666665,26,0.87,enorme,ventilador,morado,masculine,furniture,93
quality,size,5.6744666666666665,27,0.07,grande,tomate,malo,masculine,food,93
quality,texture,5.6744666666666665,28,0.07,liso,manzana,malo,feminine,food,93
color,nationality,2.4888333333333335,3,0.42,espa&ntilde;ol,tomate,morado,masculine,food,94
shape,quality,2.4888333333333335,4,0.75,malo,sof&aacute; ,redondo,masculine,furniture,94
color,texture,2.4888333333333335,5,0.35,duro,televisi&oacute;n ,marr&oacute;n,feminine,furniture,94
quality,color,2.4888333333333335,6,0.64,azul,escritorio,bueno,masculine,furniture,94
age,size,2.4888333333333335,7,0.76,corto,televisi&oacute;n ,podrido,feminine,furniture,94
