"","workerid","noun","gender","nounclass","slide_number","predicate1","predicate2","class1","class2","response","language","school","age","assess","education","lived","level","family","years","describe","classes","gender.1"
"2511","69","sof&aacute; ","masculine","furniture","17","americano","liso","nationality","texture",0.04,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2512","69","tomate","masculine","food","18","duro","peque&ntilde;o","texture","size",0.96,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2513","69","televisi&oacute;n ","feminine","furniture","19","amarillo","viejo","color","age",0.05,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2514","69","televisi&oacute;n ","feminine","furniture","20","cuadrado","liso","shape","texture",0,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2515","69","silla","feminine","furniture","21","bueno","viejo","quality","age",0.99,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2516","69","silla","feminine","furniture","22","verde","redondo","color","shape",0.97,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2517","69","televisi&oacute;n ","feminine","furniture","23","nuevo","espa&ntilde;ol","age","nationality",0.98,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2518","69","televisi&oacute;n ","feminine","furniture","24","redondo","liso","shape","texture",0.04,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2519","69","televisi&oacute;n ","feminine","furniture","25","suave","marr&oacute;n","texture","color",0.04,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2520","69","escritorio","masculine","furniture","26","largo","marr&oacute;n","size","color",0.97,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2521","69","ventilador","masculine","furniture","27","nuevo","corto","age","size",0.97,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2522","69","zanahoria","feminine","food","28","podrido","duro","age","texture",0.06,"Español","none",43,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"2887","84","zanahoria","feminine","food","3","cuadrado","marr&oacute;n","shape","color",0.42,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2888","84","queso","masculine","food","4","verde","duro","color","texture",0.82,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2889","84","queso","masculine","food","5","bueno","redondo","quality","shape",0.87,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2890","84","escritorio","masculine","furniture","6","peque&ntilde;o","mexicano","size","nationality",0.11,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2891","84","tomate","masculine","food","7","redondo","peque&ntilde;o","shape","size",0.85,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2892","84","sof&aacute; ","masculine","furniture","8","peque&ntilde;o","amarillo","size","color",0.86,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2893","84","queso","masculine","food","9","marr&oacute;n","viejo","color","age",0.11,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2894","84","televisi&oacute;n ","feminine","furniture","10","malo","verde","quality","color",0.13,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2895","84","escritorio","masculine","furniture","11","grande","azul","size","color",0.16,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2896","84","pl&aacute;tano","masculine","food","12","cuadrado","largo","shape","size",0.88,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2897","84","manzana","feminine","food","13","viejo","rojo","age","color",0.88,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2898","84","sof&aacute; ","masculine","furniture","14","podrido","rojo","age","color",0.1,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2899","84","escritorio","masculine","furniture","15","duro","azul","texture","color",0.09,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2900","84","ventilador","masculine","furniture","16","cuadrado","rojo","shape","color",0.9,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2901","84","queso","masculine","food","17","suave","espa&ntilde;ol","texture","nationality",0.89,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2902","84","escritorio","masculine","furniture","18","liso","redondo","texture","shape",0.88,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2903","84","silla","feminine","furniture","19","espa&ntilde;ol","corto","nationality","size",0.89,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2904","84","silla","feminine","furniture","20","bueno","grande","quality","size",0.88,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2905","84","silla","feminine","furniture","21","redondo","bueno","shape","quality",0.89,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2906","84","tomate","masculine","food","22","enorme","nuevo","size","age",0.92,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2907","84","zanahoria","feminine","food","23","rojo","malo","color","quality",0.91,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2908","84","tomate","masculine","food","24","americano","largo","nationality","size",0.09,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2909","84","pl&aacute;tano","masculine","food","25","nuevo","azul","age","color",0.12,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2910","84","tomate","masculine","food","26","mexicano","nuevo","nationality","age",0.91,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2911","84","tomate","masculine","food","27","amarillo","duro","color","texture",0.91,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2912","84","queso","masculine","food","28","espa&ntilde;ol","grande","nationality","size",0.92,"spanish","",27,"Confused","2","both8","native","span","mostlive","SpanSpan","","Male"
"2939","86","ventilador","masculine","furniture","3","suave","min&uacute;sculo","texture","size",0.97,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2940","86","zanahoria","feminine","food","4","americano","malo","nationality","quality",0.87,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2941","86","manzana","feminine","food","5","mexicano","min&uacute;sculo","nationality","size",0.83,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2942","86","zanahoria","feminine","food","6","peque&ntilde;o","duro","size","texture",0.16,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2943","86","escritorio","masculine","furniture","7","mexicano","peque&ntilde;o","nationality","size",0.12,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2944","86","tomate","masculine","food","8","largo","verde","size","color",0.13,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2945","86","televisi&oacute;n ","feminine","furniture","9","espa&ntilde;ol","viejo","nationality","age",0.87,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2946","86","ventilador","masculine","furniture","10","redondo","peque&ntilde;o","shape","size",0.17,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2947","86","sof&aacute; ","masculine","furniture","11","redondo","mexicano","shape","nationality",0.85,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2948","86","ventilador","masculine","furniture","12","viejo","espa&ntilde;ol","age","nationality",0.8,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2949","86","manzana","feminine","food","13","bueno","peque&ntilde;o","quality","size",0.83,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2950","86","zanahoria","feminine","food","14","peque&ntilde;o","malo","size","quality",0.18,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2951","86","queso","masculine","food","15","nuevo","azul","age","color",0.76,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2952","86","manzana","feminine","food","16","azul","malo","color","quality",0.65,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2953","86","zanahoria","feminine","food","17","bueno","nuevo","quality","age",0.79,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2954","86","manzana","feminine","food","18","podrido","marr&oacute;n","age","color",0.22,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2955","86","zanahoria","feminine","food","19","malo","suave","quality","texture",0.36,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2956","86","sof&aacute; ","masculine","furniture","20","espa&ntilde;ol","malo","nationality","quality",0.16,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2957","86","ventilador","masculine","furniture","21","verde","redondo","color","shape",0.59,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2958","86","queso","masculine","food","22","bueno","grande","quality","size",0.17,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2959","86","sof&aacute; ","masculine","furniture","23","enorme","suave","size","texture",0.42,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2960","86","pl&aacute;tano","masculine","food","24","liso","bueno","texture","quality",0.63,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2961","86","ventilador","masculine","furniture","25","espa&ntilde;ol","largo","nationality","size",0.76,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2962","86","tomate","masculine","food","26","cuadrado","fresco","shape","age",0.75,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2963","86","silla","feminine","furniture","27","min&uacute;sculo","malo","size","quality",0.8,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"2964","86","manzana","feminine","food","28","espa&ntilde;ol","peque&ntilde;o","nationality","size",0.75,"Español","most",26,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Female"
"3199","96","queso","masculine","food","3","mexicano","marr&oacute;n","nationality","color",0.24,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3200","96","tomate","masculine","food","4","rojo","peque&ntilde;o","color","size",0.99,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3201","96","escritorio","masculine","furniture","5","americano","suave","nationality","texture",0.99,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3202","96","queso","masculine","food","6","verde","malo","color","quality",0.97,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3203","96","manzana","feminine","food","7","viejo","marr&oacute;n","age","color",0.96,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3204","96","silla","feminine","furniture","8","duro","peque&ntilde;o","texture","size",0.04,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3205","96","zanahoria","feminine","food","9","bueno","podrido","quality","age",0.51,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3206","96","pl&aacute;tano","masculine","food","10","americano","cuadrado","nationality","shape",0.5,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3207","96","manzana","feminine","food","11","azul","fresco","color","age",0.53,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3208","96","televisi&oacute;n ","feminine","furniture","12","duro","nuevo","texture","age",0.51,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3209","96","sof&aacute; ","masculine","furniture","13","peque&ntilde;o","verde","size","color",0.95,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3210","96","silla","feminine","furniture","14","redondo","morado","shape","color",0.73,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3211","96","tomate","masculine","food","15","morado","peque&ntilde;o","color","size",0.77,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3212","96","manzana","feminine","food","16","espa&ntilde;ol","azul","nationality","color",0.53,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3213","96","tomate","masculine","food","17","mexicano","cuadrado","nationality","shape",0.51,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3214","96","televisi&oacute;n ","feminine","furniture","18","nuevo","enorme","age","size",0.97,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3215","96","pl&aacute;tano","masculine","food","19","malo","duro","quality","texture",0.04,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3216","96","sof&aacute; ","masculine","furniture","20","cuadrado","viejo","shape","age",0.07,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3217","96","televisi&oacute;n ","feminine","furniture","21","mexicano","viejo","nationality","age",0.98,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3218","96","silla","feminine","furniture","22","viejo","enorme","age","size",0.09,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3219","96","sof&aacute; ","masculine","furniture","23","largo","americano","size","nationality",0.1,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3220","96","manzana","feminine","food","24","amarillo","viejo","color","age",0.9,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3221","96","tomate","masculine","food","25","rojo","corto","color","size",0.82,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3222","96","escritorio","masculine","furniture","26","bueno","min&uacute;sculo","quality","size",0.12,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3223","96","silla","feminine","furniture","27","amarillo","cuadrado","color","shape",0.14,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3224","96","queso","masculine","food","28","corto","cuadrado","size","shape",0.92,"Español","most",44,"Yes","3","both8","native","span","mostlive","SpanSpan","yes","Male"
"3407","104","ventilador","masculine","furniture","3","bueno","marr&oacute;n","quality","color",0.86,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3408","104","manzana","feminine","food","4","marr&oacute;n","americano","color","nationality",0.83,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3409","104","sof&aacute; ","masculine","furniture","5","peque&ntilde;o","bueno","size","quality",0.82,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3410","104","escritorio","masculine","furniture","6","mexicano","duro","nationality","texture",0.88,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3411","104","sof&aacute; ","masculine","furniture","7","fresco","min&uacute;sculo","age","size",0.1,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3412","104","sof&aacute; ","masculine","furniture","8","marr&oacute;n","corto","color","size",0.2,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3413","104","sof&aacute; ","masculine","furniture","9","redondo","peque&ntilde;o","shape","size",0.08,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3414","104","pl&aacute;tano","masculine","food","10","liso","cuadrado","texture","shape",0.12,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3415","104","silla","feminine","furniture","11","peque&ntilde;o","espa&ntilde;ol","size","nationality",0.04,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3416","104","ventilador","masculine","furniture","12","morado","malo","color","quality",0.12,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3417","104","televisi&oacute;n ","feminine","furniture","13","suave","nuevo","texture","age",0.1,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3418","104","escritorio","masculine","furniture","14","nuevo","corto","age","size",0.87,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3419","104","zanahoria","feminine","food","15","liso","podrido","texture","age",0.88,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3420","104","pl&aacute;tano","masculine","food","16","verde","malo","color","quality",0.9,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3421","104","queso","masculine","food","17","malo","enorme","quality","size",0.87,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3422","104","ventilador","masculine","furniture","18","liso","azul","texture","color",0.92,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3423","104","zanahoria","feminine","food","19","cuadrado","verde","shape","color",0.09,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3424","104","silla","feminine","furniture","20","azul","suave","color","texture",0.06,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3425","104","silla","feminine","furniture","21","americano","malo","nationality","quality",0.16,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3426","104","sof&aacute; ","masculine","furniture","22","viejo","duro","age","texture",0.15,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3427","104","silla","feminine","furniture","23","espa&ntilde;ol","rojo","nationality","color",0.13,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3428","104","escritorio","masculine","furniture","24","grande","amarillo","size","color",0.09,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3429","104","zanahoria","feminine","food","25","mexicano","cuadrado","nationality","shape",0.13,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3430","104","televisi&oacute;n ","feminine","furniture","26","azul","mexicano","color","nationality",0.1,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3431","104","televisi&oacute;n ","feminine","furniture","27","espa&ntilde;ol","redondo","nationality","shape",0.13,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3432","104","televisi&oacute;n ","feminine","furniture","28","morado","liso","color","texture",0.08,"español","most",26,"Yes","4","both8","native","span","mostlive","SpanSpan","yes","Female"
"3433","105","sof&aacute; ","masculine","furniture","3","malo","rojo","quality","color",0.87,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3434","105","silla","feminine","furniture","4","fresco","rojo","age","color",0.94,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3435","105","pl&aacute;tano","masculine","food","5","amarillo","redondo","color","shape",0.84,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3436","105","escritorio","masculine","furniture","6","suave","bueno","texture","quality",0.03,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3437","105","escritorio","masculine","furniture","7","verde","largo","color","size",0.99,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3438","105","tomate","masculine","food","8","amarillo","redondo","color","shape",0.98,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3439","105","manzana","feminine","food","9","viejo","americano","age","nationality",0.97,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3440","105","manzana","feminine","food","10","largo","morado","size","color",0.98,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3441","105","silla","feminine","furniture","11","nuevo","min&uacute;sculo","age","size",0.96,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3442","105","televisi&oacute;n ","feminine","furniture","12","min&uacute;sculo","duro","size","texture",0.48,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3443","105","silla","feminine","furniture","13","liso","viejo","texture","age",0.04,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3444","105","zanahoria","feminine","food","14","marr&oacute;n","malo","color","quality",0.01,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3445","105","televisi&oacute;n ","feminine","furniture","15","amarillo","viejo","color","age",0.04,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3446","105","escritorio","masculine","furniture","16","nuevo","peque&ntilde;o","age","size",0.99,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3447","105","zanahoria","feminine","food","17","rojo","podrido","color","age",0.01,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3448","105","silla","feminine","furniture","18","marr&oacute;n","malo","color","quality",0.04,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3449","105","tomate","masculine","food","19","americano","largo","nationality","size",0.09,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3450","105","manzana","feminine","food","20","duro","podrido","texture","age",1,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3451","105","manzana","feminine","food","21","morado","suave","color","texture",0.45,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3452","105","escritorio","masculine","furniture","22","suave","corto","texture","size",0.54,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3453","105","silla","feminine","furniture","23","fresco","redondo","age","shape",0.34,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3454","105","tomate","masculine","food","24","enorme","rojo","size","color",0.03,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3455","105","manzana","feminine","food","25","amarillo","duro","color","texture",1,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3456","105","escritorio","masculine","furniture","26","largo","mexicano","size","nationality",0.02,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3457","105","escritorio","masculine","furniture","27","fresco","marr&oacute;n","age","color",0.02,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3458","105","tomate","masculine","food","28","corto","espa&ntilde;ol","size","nationality",0.32,"Espanol","none",29,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Male"
"3589","111","sof&aacute; ","masculine","furniture","3","morado","grande","color","size",0,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3590","111","silla","feminine","furniture","4","mexicano","amarillo","nationality","color",0,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3591","111","sof&aacute; ","masculine","furniture","5","nuevo","enorme","age","size",1,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3592","111","silla","feminine","furniture","6","largo","amarillo","size","color",0.94,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3593","111","queso","masculine","food","7","enorme","podrido","size","age",0.96,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3594","111","zanahoria","feminine","food","8","min&uacute;sculo","rojo","size","color",1,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3595","111","televisi&oacute;n ","feminine","furniture","9","morado","corto","color","size",0.97,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3596","111","queso","masculine","food","10","cuadrado","americano","shape","nationality",0.99,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3597","111","manzana","feminine","food","11","duro","largo","texture","size",0.98,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3598","111","ventilador","masculine","furniture","12","corto","redondo","size","shape",0.05,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3599","111","manzana","feminine","food","13","morado","podrido","color","age",0.03,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3600","111","silla","feminine","furniture","14","verde","nuevo","color","age",0.94,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3601","111","manzana","feminine","food","15","redondo","enorme","shape","size",0.02,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3602","111","ventilador","masculine","furniture","16","enorme","rojo","size","color",0.98,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3603","111","manzana","feminine","food","17","espa&ntilde;ol","corto","nationality","size",0.98,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3604","111","queso","masculine","food","18","espa&ntilde;ol","podrido","nationality","age",0,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3605","111","queso","masculine","food","19","espa&ntilde;ol","azul","nationality","color",0.04,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3606","111","manzana","feminine","food","20","enorme","malo","size","quality",0.96,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3607","111","tomate","masculine","food","21","fresco","liso","age","texture",0.94,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3608","111","televisi&oacute;n ","feminine","furniture","22","azul","cuadrado","color","shape",0.95,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3609","111","manzana","feminine","food","23","fresco","suave","age","texture",0.04,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3610","111","zanahoria","feminine","food","24","nuevo","americano","age","nationality",0.02,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3611","111","pl&aacute;tano","masculine","food","25","peque&ntilde;o","amarillo","size","color",0.98,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3612","111","zanahoria","feminine","food","26","malo","grande","quality","size",0.94,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3613","111","ventilador","masculine","furniture","27","redondo","min&uacute;sculo","shape","size",0.94,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3614","111","pl&aacute;tano","masculine","food","28","liso","espa&ntilde;ol","texture","nationality",0.97,"Español","",49,"Yes","2","both8","native","span","mostlive","SpanSpan","","Male"
"3667","114","sof&aacute; ","masculine","furniture","3","nuevo","bueno","age","quality",1,"Español e Ingles","most",30,"No","1","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"3668","114","escritorio","masculine","furniture","4","peque&ntilde;o","marr&oacute;n","size","color",1,"Español e Ingles","most",30,"No","1","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"3669","114","ventilador","masculine","furniture","5","fresco","suave","age","texture",1,"Español e Ingles","most",30,"No","1","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
"3670","114","queso","masculine","food","6","verde","podrido","color","age",1,"Español e Ingles","most",30,"No","1","both8","native","spaneng","mostlive","SpanSpan","noclasses","Male"
